kategori,nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten
pantai,Pantai Nglambor,-8.1823453,110.6792506,"Pantai Nglambor, Purwodadi, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, 55882, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Parangtritis,-8.0272827,110.3370078,"Pantai Parangtritis, Parangtritis, Kretek, Bantul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Bantul
pantai,Pantai Pasir Putih,-3.831786,102.2827747,"Pantai Pasir Putih, Padang Harapan, Bengkulu, Ratu Samban, Bengkulu, Sumatera, 38225, Indonesia",Bengkulu,Bengkulu
pantai,Pantai Pink,-8.8595798,116.5757111,"Pantai Pink, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
pantai,Pantai Pok Tunggal,-8.1554823,110.6218792,"Pantai Pok Tunggal, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Sadranan,-8.1457925,110.6044298,"Pantai Sadranan, Sidoharjo, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Sanur,-8.6737949,115.2626771,"pantai sanur, Jalan Hang Tuah, Sanur Kaja, Denpasar Selatan, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80030, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
pantai,Pantai Senggigi,-8.4982125,116.0453563,"Pantai Senggigi, Senggigi, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Lombok Barat
pantai,Pantai Soge,-8.2475592,111.2634287,"Pantai Soge, Pacitan, Jawa Timur, Jawa, 63572, Indonesia",Jawa Timur,Pacitan
pantai,Pantai Sundak,-8.1471841,110.6080799,"Pantai Sundak, Sidoharjo, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Tambakrejo,-8.3159075,112.1444142,"Pantai Tambakrejo, Jalan Pantai, Tambakrejo, Blitar, Jawa Timur, Jawa, Indonesia",Jawa Timur,Blitar
pantai,Pantai Teleng Ria,-8.2211573,111.0788703,"Pantai Teleng Ria, Pacitan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pacitan
pantai,Pantai Timang,-8.1756475,110.6632846,"Pantai Timang, Purwodadi, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Wediombo,-8.1873165,110.7103524,"Pantai Wediombo, Jepitu, Girisubo, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
mall,Paris Van Java Mall,-6.8890732,107.5960928,"Paris Van Java, Jalan Karang Tinggal, Cipedes, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40161, Indonesia",Jawa Barat,Kota Bandung
alun-alun,Alun-Alun Kota Batu,-7.8711747,112.5251687,"Parkir Alun-Alun Kota Batu, Jalan RA. Kartini, Pesanggrahan, Kota Batu, Klojen, Jawa Timur, Jawa, 65341, Indonesia",Jawa Timur,Kota Batu
wisata kuliner,Pasar Atom Surabaya,-7.2414035,112.7441077,"Pasar Atom, Jalan Waspada, RW 04, Bongkaran, Pabean Cantian, Surabaya, Jawa Timur, Jawa, 60145, Indonesia",Jawa Timur,Surabaya
wisata kuliner,Pasar Cihapit Bandung,-6.9085551,107.6224564,"Pasar Cihapit, Jalan Sabang, Cihapit, Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, 40113, Indonesia",Jawa Barat,Kota Bandung
wisata kuliner,Pasar Gede Solo,-7.5693721,110.8314627,"Pasar Gede Solo, Jalan R.E. Martadinata, Sudiroprajan, Surakarta, Jawa Tengah, Jawa, 57113, Indonesia",Jawa Tengah,Surakarta
wisata kuliner,Pasar Kuto Palembang,-2.9812649,104.7714847,"Pasar Kuto, Lorong Beringin Jaya, RW 01 Kel.Kuto Batu, Ilir Timur II, Palembang, Sumatera Selatan, Sumatera, 30111, Indonesia",Sumatera Selatan,Palembang
wisata kuliner,Pasar Pagi Medan,3.6856948,98.6914596,"Pasar Pagi Yuka, Jalan Pancing I, Medan Labuhan, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara, Sumatera, 20251, Indonesia",Sumatera Utara,Kota Medan ᯔᯩᯑᯉ᯲
wisata kuliner,Pasar Santa Jakarta,-6.2391928,106.8077643,"Pasar Santa, Jalan Robert Wolter Monginsidi, RW 06, Petogogan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12180, Indonesia",,Daerah Khusus ibukota Jakarta
wisata kuliner,Pasar Cibadak Bandung,-6.9232848,107.5955639,"Pasar ulekan pagarsih, Jalan Natawijaya, Cibadak, Astanaanyar, Kota Bandung, Jawa Barat, Jawa, 40232, Indonesia",Jawa Barat,Kota Bandung
bukit,Bukit Sibea-bea Samosir,2.5504584,98.6719465,"Patung Yesus, Bukit Sibea-bea, Air Terjun Efrata Road, Lumban Guru, Turpuk Limbong, Samosir, Sumatera Utara, Sumatera, Indonesia",Sumatera Utara,Samosir
wisata kuliner,Pecenongan Jakarta,-6.1677221,106.8282105,"Pecenongan, Jalan Insinyur Haji Juanda, RW 04, Kebon Kelapa, Gambir, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10120, Indonesia",,Daerah Khusus ibukota Jakarta
wisata kuliner,Pempek Candy Palembang,-2.986352,104.7440276,"Pempek Candy, Kapten A. Rivai, Bukit Kecil, Palembang, Sumatera Selatan, Sumatera, 30135, Indonesia",Sumatera Selatan,Palembang
bukit,Bukit 2000 Kuningan,-6.7968035,108.4741153,"perumahan bukit pejaten residence, desa nanggela, Jalan Pangeran Kejaksan, Babakan, Kuningan, Jawa Barat, Jawa, 45558, Indonesia",Jawa Barat,Kuningan
mall,PIK Avenue,-6.1091097,106.7404406,"PIK Avenue, Jalan Marina Indah, RW 06, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14470, Indonesia",,Daerah Khusus ibukota Jakarta
wisata edukasi,Planetarium Jakarta,-6.1901222,106.8391385,"Planetarium Jakarta, 73, Jalan Cikini Raya, RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10330, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Plaza Ambarrukmo Yogyakarta,-7.7817669,110.4013176,"Plaza Ambarrukmo, Jalan Laksda Adisucipto, Catur Tunggal, Depok, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55281, Indonesia",Daerah Istimewa Yogyakarta,Sleman
wisata kerajaan,Benteng Kuto Besak Palembang,-2.992422,104.7597918,"Plaza Benteng Kuto Besak, RW 06 Kel. 19 Ilir Kec. Bukit Kecil, Bukit Kecil, Palembang, Sumatera Selatan, Sumatera, 30251, Indonesia",Sumatera Selatan,Palembang
mall,Plaza Indonesia,-6.1934835,106.8228616,"Plaza Indonesia, Jalan Mohammad Husni Thamrin, RW 05, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10350, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Pondok Indah Mall,-6.2653276,106.7846567,"Pondok Indah Mall 1, Jalan Metro Pondok Indah, RW 03, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12310, Indonesia",,Daerah Khusus ibukota Jakarta
wisata religi,Pura Agung Blambangan,-8.4316781,114.3200224,"Pura Agung Blambangan, Jalan Ngurah Rai, Tembokrejo, Banyuwangi, Jawa Timur, Jawa, 68471, Indonesia",Jawa Timur,Banyuwangi
wisata religi,Pura Besakih Bali,-8.3753612,115.4507063,"Pura Besakih, Trail Besakih - Gunung Agung, Kecamatan Rendang, Besakih, Kecamatan Rendang, Karangasem, Bali, Nusa Tenggara, Indonesia",Bali,Karangasem
wisata religi,Pura Goa Lawah Bali,-8.5515251,115.4689715,"Pura Goa Lawah, Jalan Wibisana, Pesinggahan, Klungkung, Bali, Nusa Tenggara, 80711, Indonesia",Bali,Klungkung
wisata religi,Pura Lempuyang Bali,-8.3937352,115.6399616,"Pura Lempuyang, Temple Path Steps, Kecamatan Abang, Sega, Kecamatan Abang, Karangasem, Bali, Nusa Tenggara, Indonesia",Bali,Karangasem
wisata religi,Pura Luhur Uluwatu Bali,-8.8293694,115.0843428,"Pura Luhur Uluwatu, Jalan Labuan Sait- Pecatu, Uluwatu, Pecatu, Kuta Selatan, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
wisata religi,Pura Taman Ayun Bali,-8.5418493,115.1724926,"Pura Taman Ayun, 10, Gang Nuri VI, Gulingan, Badung, Bali, Nusa Tenggara, 80351, Indonesia",Bali,Badung
wisata religi,Pura Tirta Empul Bali,-8.4143644,115.3162086,"Pura Tirta Empul, Jalan Mawar, Manukaya, Gianyar, Bali, Nusa Tenggara, 80661, Indonesia",Bali,Gianyar
wisata religi,Pura Ulun Danu Beratan Bali,-8.2755069,115.16626,"Pura Ulun Danu Beratan, Jalan Perean Tengah, Luwus, Bedugul, Tabanan, Bali, Nusa Tenggara, 81162, Indonesia",Bali,Tabanan
wisata kerajaan,Puri Agung Karangasem,-8.4433442,115.6163545,"Puri Agung Karangasem, Jalan Gajah Mada, Kecamatan Karangasem, Amlapura, Kecamatan Karangasem, Karangasem, Bali, Nusa Tenggara, 80811, Indonesia",Bali,Karangasem
wisata kerajaan,Puri Agung Gianyar,-8.5067232,115.262707,"Puri Saren Agung, Jalan Raya Ubud, Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
wisata kerajaan,Puri Saren Ubud,-8.5067232,115.262707,"Puri Saren Agung, Jalan Raya Ubud, Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
wisata edukasi,Pusat Konservasi Elang Kamojang,-7.1681482,107.7999159,"Pusat Konservasi Elang Kamojang, Maya Coola, Small Village, Sukakarya, Samarang, Garut, Jawa Barat, Jawa, Indonesia",Jawa Barat,Sukakarya
wisata edukasi,Pusat Penelitian Kopi dan Kakao Jember,-8.1620212,113.7091569,"Pusat Penelitian Kopi dan Kakao Indonesia, Sumber Lor, Jember, Jawa Timur, Jawa, Indonesia",Jawa Timur,Jember
wahana keluarga,Umbul Ponggok,-7.6127787,110.6359128,"R. Mas bagio di umbul ponggok, Jalan Pusur, Wangen, Klaten, Jawa Tengah, Jawa, 57482, Indonesia",Jawa Tengah,Klaten
rumah adat,Rumah Adat Dayak Kalimantan,0.3852633,109.9339283,"Radakng Aya Landak (Rumah Adat Dayak), Vila Del Fia, Ngabang, Landak, Kalimantan Barat, Kalimantan, 79357, Indonesia",Kalimantan Barat,Landak
wisata tematik,Rainbow Garden Lembang,-6.8190082,107.6176073,"Rainbow Garden, Lembang, Bandung Barat, Jawa Barat, Jawa, 40391, Indonesia",Jawa Barat,Bandung Barat
wisata alam,Raja Ampat,-0.7125553,130.3034473,"Raja Ampat, Papua Barat Daya, Western New Guinea, Indonesia",Papua Barat Daya,Raja Ampat
mall,Hartono Mall Yogyakarta,-7.7608045,110.4034239,"Reddoorz Near Hartono Mall 3 Condongcatur, Jalan Kyai Haji Wahid Hasyim, Condongcatur, Depok, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55283, Indonesia",Daerah Istimewa Yogyakarta,Sleman
taman,Taman Nasional Bukit Tigapuluh,-1.3718082,102.4791044,"Resort Taman Nasional Bukit Tigapuluh, Jalan Rigunas, Tebo, Jambi, Sumatera, Indonesia",Jambi,Tebo
gunung,Gunung Rinjani,-8.4117272,116.4581059,"Rinjani, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
mall,Royal Plaza Surabaya,-7.3091349,112.7342835,"Royal Plaza, 16-18, Jalan Jenderal Achmad Yani, RW 04, Wonokromo, Surabaya, Jawa Timur, Jawa, 60231, Indonesia",Jawa Timur,Surabaya
wisata kuliner,Rujak Cingur Genteng Surabaya,-7.2554948,112.740236,"Rujak Cingur Ahmad Jais, No.40, Jalan Achmad Jais, RW 02, Peneleh, Genteng, Surabaya, Jawa Timur, Jawa, 60274, Indonesia",Jawa Timur,Surabaya
rumah adat,Rumah Adat Banjar Kalimantan Selatan,-2.634037,115.0957531,"Rumah Adat Banjar Bubungan Tinggi Habirau, Jalan Raya Negara, Habirau, Hulu Sungai Selatan, Kalimantan Selatan, Kalimantan, Indonesia",Kalimantan Selatan,Hulu Sungai Selatan
rumah adat,Rumah Adat Buton Baubau,-4.6872524,123.0221566,"Rumah Adat Lambale, Jalan Poros Ereke-Baubau, Kulisusu Barat, Kotawo, Kulisusu Barat, Buton Utara, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Buton Utara
rumah adat,Rumah Adat Lamin Kalimantan Timur,0.1978164,117.4729648,"Rumah Adat Lamin Kutai Guntung, Jalan Tari Gong, Guntung, Bontang, Kalimantan Timur, Kalimantan, 75321, Indonesia",Kalimantan Timur,Bontang
rumah adat,Rumah Adat Enrekang Sulawesi Selatan,-3.6103967,119.8797063,"Rumah Adat Matakali, Jalan Poros Maiwa - Bungin, Matakali, Maiwa, Enrekang, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Sulawesi
rumah adat,Rumah Adat Toraja Utara,-2.9860708,119.9527722,"rumah adat, Jalan Andi Achmand, Tondon, Toraja Utara, Sulawesi Selatan, Sulawesi, 91813, Indonesia",Sulawesi Selatan,Toraja Utara
rumah adat,Rumah Adat Gadang Sumatera Barat,-1.4595663,101.0315028,"rumah adat, Pasir Talang, Solok Selatan, Sumatera Barat, Sumatera, Indonesia",Sumatera Barat,Solok Selatan
wisata edukasi,Rumah Atsiri Indonesia,-7.6546345,111.1014613,"Rumah Atsiri Indonesia, Jalan Tawangmangu - Palaosan, Plumbon, Karanganyar, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Karanganyar
wahana keluarga,Saloka Theme Park,-7.2801381,110.457617,"Saloka Theme Park, Gumuksari, Lopait, Kabupaten Semarang, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Kabupaten Semarang
wisata kuliner,Sate Klatak Pak Pong,-7.8680486,110.3905995,"Sate Klatak pak Pong, Jalan Imogiri Timur, Wonokromo, Pleret, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55791, Indonesia",Daerah Istimewa Yogyakarta,Bantul
wisata kuliner,Sate Maranggi Cibungur,-6.4717694,107.4804409,"Sate Maranggi Cibungur, Jalan Raya Ciwangi, Cibungur, Purwakarta, Jawa Barat, Jawa, 41181, Indonesia",Jawa Barat,Purwakarta
wisata kuliner,Sate Padang Ajo Ramon Jakarta,-6.241668,106.8104485,"Sate Padang Ajo Ramon, Jalan Cikajang, RW 05, Petogogan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12170, Indonesia",,Daerah Khusus ibukota Jakarta
wisata edukasi,Sea World Ancol,-6.1271335,106.8415805,"Sea World, Jalan Lodan Raya, Kawasan Wisata Ancol, Ancol, Pademangan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14430, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Senayan City,-6.2273179,106.7971805,"Senayan City, Jalan Asia Afrika, RW 02, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10270, Indonesia",,Daerah Khusus ibukota Jakarta
wahana keluarga,Sindu Kusuma Edupark,-7.7658888,110.3557753,"Sindu Kusuma Edupark, Jalan Jambon V, Kricak, Tegalrejo, Sinduadi, Mlati, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55242, Indonesia",Daerah Istimewa Yogyakarta,Sleman
wisata tematik,Sindu Kusuma Edupark Jogja,-7.7658888,110.3557753,"Sindu Kusuma Edupark, Jalan Jambon V, Kricak, Tegalrejo, Sinduadi, Mlati, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55242, Indonesia",Daerah Istimewa Yogyakarta,Sleman
mall,Solo Paragon Mall,-7.5624618,110.8099966,"Solo Paragon Mall, Jalan Yosodipuro, Purwosari, Surakarta, Jawa Tengah, Jawa, 57139, Indonesia",Jawa Tengah,Surakarta
wisata kuliner,Soto Lamongan Cak Har Surabaya,-7.295653,112.7812929,"Soto Ayam Lamongan Cak Har, No.220, Jalan Klampis Harapan X, RW 08, Klampis Ngasem, Sukolilo, Surabaya, Jawa Timur, Jawa, 60119, Indonesia",Jawa Timur,Surabaya
mall,Summarecon Mall Bekasi,-6.2259971,107.0010731,"Summarecon Mall Bekasi, Jalan Bulevar Ahmad Yani, Summarecon Bekasi, Summarecon, Margajaya, Bekasi, Jawa Barat, Jawa, 17142, Indonesia",Jawa Barat,Bekasi
mall,Summarecon Mall Serpong,-6.2406997,106.6284149,"Summarecon Mall Serpong, Jalan Boulevard Gading Serpong, Gading Serpong, Rumpak Sinang, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Jawa, 15811, Indonesia",,Kabupaten Tangerang
mall,Sun Plaza Medan,3.5822609,98.6719101,"Sun Plaza, 7, Jalan Jenggala, Medan Polonia, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara, Sumatera, 20152, Indonesia",Sumatera Utara,Kota Medan ᯔᯩᯑᯉ᯲
wahana keluarga,Taman Impian Jaya Ancol,-6.1215807,106.8371407,"Taman Impian Jaya Ancol, No.7, Jalan Pademangan VIII, RW 10, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14430, Indonesia",,Daerah Khusus ibukota Jakarta
wisata tematik,Taman Lalu Lintas Bandung,-6.9124701,107.6138388,"Taman Lalu Lintas, Jalan Belitung, Merdeka, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40117, Indonesia",Jawa Barat,Kota Bandung
kebun binatang,Kebun Binatang Kasang Kulim Pekanbaru,0.4189627,101.4062602,"Taman Marga Satwa Kasang Kulim, Jalan Kebun Binatang, Pekanbaru, Kampar, Riau, Sumatera, 25258, Indonesia",Riau,Pekanbaru
wahana keluarga,Taman Mini Indonesia Indah,-6.3026341,106.8952962,"Taman Mini Indonesia Indah, Gang An Nur 2C, RW 10, Lubang Buaya, Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13810, Indonesia",,Jakarta Timur
wisata tematik,Taman Mini Indonesia Indah Jakarta,-6.3026341,106.8952962,"Taman Mini Indonesia Indah, Gang An Nur 2C, RW 10, Lubang Buaya, Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13810, Indonesia",,Jakarta Timur
taman,Taman Nasional Aketajawe-Lolobata,0.5894491,127.7387051,"Taman Nasional Aketajawe Lolobata, Halmahera Tengah, Maluku Utara, Maluku, Indonesia",Maluku Utara,Halmahera Tengah
taman,Taman Nasional Alas Purwo,-8.6135534,114.3981629,"Taman Nasional Alas Purwo, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Banyuwangi
taman,Taman Nasional Baluran,-7.8363697,114.3808459,"Taman Nasional Baluran, Situbondo, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Situbondo
taman,Taman Nasional Bantimurung Bulusaraung,-4.8683732,119.6930821,"Taman Nasional Bantimurung Bulusaraung, Pangkajene dan Kepulauan, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Pangkajene dan Kepulauan
taman,Taman Nasional Batang Gadis,0.8899134,99.3400377,"Taman Nasional Batang Gadis, Mandailing Natal, Sumatera Utara, Sumatera, Indonesia",Sumatera Utara,Mandailing Natal
taman,Taman Nasional Berbak,-1.4093264,104.2228031,"Taman Nasional Berbak, Tanjung Jabung Timur, Jambi, Sumatera, Indonesia",Jambi,Tanjung Jabung Timur
taman,Taman Nasional Bogani Nani Wartabone,0.5810207,123.549791,"Taman Nasional Bogani Nani Wartabone, Bolaang Mongondow Utara, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Bolaang Mongondow Utara
taman,Taman Nasional Bromo Tengger Semeru,-8.0254422,112.949168,"Taman Nasional Bromo Tengger Semeru, Kabupaten Malang, Jawa Timur, Jawa, 67254, Indonesia",Jawa Timur,Kabupaten Malang
taman,Taman Nasional Bukit Baka Bukit Raya,-0.7158521,112.5860848,"Taman Nasional Bukit Baka Bukit Raya, Katingan, Kalimantan Tengah, Kalimantan, Indonesia",Kalimantan Tengah,Katingan
taman,Taman Nasional Danau Sentarum,0.8367767,112.1830307,"Taman Nasional Danau Sentarum, Kapuas Hulu, Kalimantan Barat, Kalimantan, 78775, Indonesia",Kalimantan Barat,Kapuas Hulu
gunung,Gunung Ciremai,-6.8800193,108.4104831,"Taman Nasional Gunung Ciremai, Maniskidul, Kuningan, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kuningan
taman,Taman Nasional Gunung Ciremai,-6.8800193,108.4104831,"Taman Nasional Gunung Ciremai, Maniskidul, Kuningan, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kuningan
taman,Taman Nasional Gunung Gede Pangrango,-6.7752118,106.9311234,"Taman Nasional Gunung Gede Pangrango, Kadudampit, Megamendung, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kab Sukabumi
taman,Taman Nasional Gunung Halimun Salak,-6.7417746,106.4540374,"Taman Nasional Gunung Halimun-Salak, Lebak, Banten, Jawa, 16696, Indonesia",Banten,Lebak
taman,Taman Nasional Gunung Leuser,3.4925578,97.5593699,"Taman Nasional Gunung Leuser, Aceh, Sumatera, Indonesia",Aceh,Sumatera
taman,Taman Nasional Gunung Palung,-1.2137375,110.2375269,"Taman Nasional Gunung Palung, Kayong Utara, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Kayong Utara
taman,Taman Nasional Tambora,-8.2763787,117.996753,"Taman Nasional Gunung Tambora, Bima, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
taman,Taman Nasional Karimunjawa,-5.7970834,110.31,"Taman Nasional Karimunjawa, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Jawa
taman,Taman Nasional Kerinci Seblat,-2.2619949,101.3594523,"Taman Nasional Kerinci Seblat, Jambi, Sumatera, Indonesia",Jambi,Sumatera
taman,Taman Nasional Komodo,-8.6069899,119.5729395,"Taman Nasional Komodo, Manggarai Barat, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Manggarai Barat
taman,Taman Nasional Kutai,0.356592,117.2655867,"Taman Nasional Kutai, Kutai Timur, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Kutai Timur
taman,Taman Nasional Lorentz,-4.641344,137.6663697,"Taman Nasional Lorentz, Papua Tengah, Western New Guinea, Indonesia",Papua Tengah,Western New Guinea
taman,Taman Nasional Manusela,-3.0484302,129.2357306,"Taman Nasional Manusela, Maluku Tengah, Maluku, Indonesia",Maluku,Maluku Tengah
taman,Taman Nasional Meru Betiri,-8.4606063,113.85749,"Taman Nasional Meru Betiri, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Banyuwangi
taman,Taman Nasional Laut Sawu,-10.2885916,120.8349871,"Taman Nasional Perairan Laut Sawu, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,
taman,Taman Nasional Rawa Aopa Watumohai,-4.3036722,122.0138645,"Taman Nasional Rawa Aopa Watumohai, Konawe Selatan, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Konawe Selatan
taman,Taman Nasional Sebangau,-2.4769018,113.6931414,"Taman Nasional Sebangau, Kalimantan Tengah, Kalimantan, Indonesia",Kalimantan Tengah,Kalimantan
taman,Taman Nasional Siberut,-1.4233193,98.8663082,"Taman Nasional Siberut, Kepulauan Mentawai, Sumatera Barat, Sumatera, Indonesia",Sumatera Barat,Sumatera
taman,Taman Nasional Taka Bonerate,-6.7,121.1541667,"Taman Nasional Taka Bonerate, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Sulawesi
taman,Taman Nasional Tanjung Puting,-3.0641552,112.0185747,"Taman Nasional Tanjung Puting, Kotawaringin Barat, Kalimantan Tengah, Kalimantan, Indonesia",Kalimantan Tengah,Kotawaringin Barat
taman,Taman Nasional Teluk Cenderawasih,-2.54526,135.0106277,"Taman Nasional Teluk Cenderawasih, Papua Tengah, Western New Guinea, Indonesia",Papua Tengah,Western New Guinea
taman,Taman Nasional Tesso Nilo,-0.2205437,101.8731769,"Taman Nasional Tesso Nilo, Pelalawan, Riau, Sumatera, Indonesia",Riau,Pelalawan
taman,Taman Nasional Ujung Kulon,-6.751449,105.3177956,"Taman Nasional Ujung Kulon, Pandeglang, Banten, Jawa, Indonesia",Banten,Pandeglang
taman,Taman Nasional Wakatobi,-5.9011111,124.1165972,"Taman Nasional Wakatobi, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Sulawesi
taman,Taman Nasional Wasur,-8.5922228,140.7692643,"Taman Nasional Wasur, Papua Selatan, Western New Guinea, Indonesia",Papua Selatan,Western New Guinea
taman,Taman Nasional Way Kambas,-4.9373689,105.7283403,"Taman Nasional Way Kambas, Lampung Timur, Lampung, Sumatera, Indonesia",Lampung,Lampung Timur
wisata lampion,Taman Pelangi Yogyakarta,-7.7502983,110.3694758,"Taman Pelangi Jogja - Taman Lampion, Jalan Ring Road Utara, Sinduadi, Mlati, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55284, Indonesia",Daerah Istimewa Yogyakarta,Sleman
