nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten
Museum Kalimantan Tengah,-2.1956114,113.9016328,"Museum Balanga Kalimantan Tengah, Km 2.5, Jalan Tekukur II, Palangka, Palangka Raya, Kalimantan Tengah, Kalimantan, 73112, Indonesia",Kalimantan Tengah,Palangka Raya
Museum Balaputera Dewa,-2.9504719,104.7302812,"Museum Balaputera Dewa, 288, Jalan Srijaya, Alang-Alang Lebar, Palembang, Sumatera Selatan, Sumatera, 30139, Indonesia",Sumatera Selatan,Palembang
Museum Bali,-8.6575395,115.2186817,"Museum Bali, Gang I, Dangin Puri, Denpasar Timur, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80232, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
Museum Bank Indonesia,-6.1371853,106.8129483,"Museum Bank Indonesia, Jalan Kali Besar Timur, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Bank Mandiri,-6.1381577,106.8133167,"Museum Bank Mandiri, 1, Jalan Asemka, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Batik Pekalongan,-6.878642,109.675579,"Museum Batik Pekalongan, 1, Jalan Jetayu, Poncol, Pekalongan, Jawa Tengah, Jawa, 51142, Indonesia",Jawa Tengah,Pekalongan
Museum Tanjung Redeb,2.1599252,117.4918973,"Museum Batiwakkal, Jalan Manunggal, Tanjung Redeb, Berau, Kalimantan Timur, Kalimantan, 77311, Indonesia",Kalimantan Timur,Berau
Museum Nusa Tenggara Barat,-10.1589523,123.6196131,"Museum Daerah Nusa Tenggara Timur, Jalan Frans-Seda, Perumahan Artha Graha, Kec. Kelapa Lima, TDM, Kupang, Nusa Tenggara Timur, Nusa Tenggara, 85228, Indonesia",Nusa Tenggara Timur,Kupang
Museum Kapuas,0.0833669,111.4914561,"Museum Dara Juanti, Pangeran Kuning, Kapuas Kiri Hulu, Sintang, Kalimantan Barat, Kalimantan, 78613, Indonesia",Kalimantan Barat,Sintang
Museum Dirgantara Mandala,-7.7897642,110.4161938,"Museum Dirgantara Mandala TNI AU, Jalan Lettu Tpt Sapardal, Banguntapan, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55198, Indonesia",Daerah Istimewa Yogyakarta,Bantul
Museum Geologi Bandung,-6.9003424,107.620961,"Museum Geologi, 57, Jalan Diponegoro, Cihaurgeulis, Cibeunying Kaler, Kota Bandung, Jawa Barat, Jawa, 40122, Indonesia",Jawa Barat,Kota Bandung
Museum Kalimantan Barat,-0.0483232,109.3425506,"Museum Kalimantan Barat, Parit Tokaya, Pontianak, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Pontianak
Museum Keprajuritan,-6.3056878,106.8968058,"Museum Keprajuritan Indonesia, Jalan Mabes Hankam, RW 02, Ceger, Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13890, Indonesia",,Jakarta Timur
Keraton Surakarta,-7.5784379,110.8283543,"Museum Keraton Surakarta, Jalan Mloyokusuman, Baluwarti, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, Jawa, 57118, Indonesia",Jawa Tengah,Surakarta
Museum Keraton Surakarta,-7.5784379,110.8283543,"Museum Keraton Surakarta, Jalan Mloyokusuman, Baluwarti, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, Jawa, 57118, Indonesia",Jawa Tengah,Surakarta
Museum Keris,-7.5689811,110.8109454,"Museum Keris Nusantara, Jalan Bhayangkara, Sriwedari, Surakarta, Jawa Tengah, Jawa, 57143, Indonesia",Jawa Tengah,Surakarta
Museum Konferensi Asia Afrika,-6.921073,107.6096452,"Museum Konferensi Asia-Afrika, 65, Jalan Asia Afrika, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia",Jawa Barat,Kota Bandung
Museum Kota Makassar,-5.134618,119.4086104,"Museum Kota Makassar, Jalan Balai Kota, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Sulawesi Selatan,Makassar
Museum La Galigo,-5.1345696,119.4057161,"Museum La Galigo, 2, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Sulawesi Selatan,Makassar
Museum Layang-layang,-6.3078393,106.7906265,"Museum Layang-layang Indonesia, Jalan Haji Kamang, RW 10, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12450, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Layang-Layang,-6.3078393,106.7906265,"Museum Layang-layang Indonesia, Jalan Haji Kamang, RW 10, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12450, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Le Mayeur,-8.674991,115.263716,"Museum Le Mayeur, Jalan Sanur Beach Street Walk, Sanur Kaja, Denpasar Selatan, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80030, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
Museum Majapahit,-7.5600584,112.3805254,"Museum Majapahit Trowulan, Jalan Jayanegara 01, Trowulan, Mojokerto, Jawa Timur, Jawa, 61362, Indonesia",Jawa Timur,Trowulan
Museum Sangiran,-7.4559497,110.834048,"Museum Manusia Purba Sangiran, Jalan Barokah, Gondangrejo, Karanganyar, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Karanganyar
Museum Mulawarman,-0.413277,116.9900654,"Museum Mulawarman, 26, Jalan Pangeran Diponegoro, Panji, Kutai Kartanegara, Kalimantan Timur, Kalimantan, 75513, Indonesia",Kalimantan Timur,Kutai Kartanegara
Museum Multatuli,-6.3605216,106.2472601,"Museum Multatuli, Jalan Abdi Negara, Rangkasbitung, Lebak, Jawa, 42312, Indonesia",,Rangkasbitung
Museum Negeri Banten,-6.116236,106.1500356,"Museum Negeri Banten, Jalan Brigadir Jenderal KH. Samun, Kotabaru, Serang, Serang ᮞᮦᮛᮀ, Jawa, 42112, Indonesia",,Serang ᮞᮦᮛᮀ
Museum Negeri Nusa Tenggara Barat,-8.585067,116.0858857,"Museum Negeri NTB, Jalan Panji Tilar Negara, Kekalik Kijang, Kel. Kekalik Jaya, BTN Kekalik, Mataram, Kec. Ampenan, Nusa Tenggara Barat, Nusa Tenggara, 83215, Indonesia",Nusa Tenggara Barat,Mataram
Museum Negeri Mataram,-8.585067,116.0858857,"Museum Negeri NTB, Jalan Panji Tilar Negara, Kekalik Kijang, Kel. Kekalik Jaya, BTN Kekalik, Mataram, Kec. Ampenan, Nusa Tenggara Barat, Nusa Tenggara, 83215, Indonesia",Nusa Tenggara Barat,Mataram
Museum NTB,-8.585067,116.0858857,"Museum Negeri NTB, Jalan Panji Tilar Negara, Kekalik Kijang, Kel. Kekalik Jaya, BTN Kekalik, Mataram, Kec. Ampenan, Nusa Tenggara Barat, Nusa Tenggara, 83215, Indonesia",Nusa Tenggara Barat,Mataram
Museum Palu,-0.9021152,119.8538483,"Museum Negeri Provinsi Sulawesi Tengah - Palu, 23, Jalan Kemiri, Kecamatan Ulujadi, Palu, Sulawesi Tengah, Sulawesi, 94111, Indonesia",Sulawesi Tengah,Palu
Museum Sulawesi Tenggara,-3.9771924,122.5177405,"Museum Negeri Provinsi Sulawesi Tenggara, 113, Jalan Sao Sao, Mandonga, Kendari, Sulawesi Tenggara, Sulawesi, 93461, Indonesia",Sulawesi Tenggara,Kendari
Museum Negeri Sulawesi Utara,1.4882902,124.8447485,"Museum Negeri Sulawesi Utara, W.R. Supratman, Titiwungen Utara, Manado, Sulawesi Utara, Sulawesi, 95111, Indonesia",Sulawesi Utara,Manado
Museum Sulawesi Barat,1.4882902,124.8447485,"Museum Negeri Sulawesi Utara, W.R. Supratman, Titiwungen Utara, Manado, Sulawesi Utara, Sulawesi, 95111, Indonesia",Sulawesi Utara,Manado
Museum Pasifika,-8.7998998,115.2307568,"Museum Pasifika, 777, Wirayudha, Nusa Dua, Benoa, Kuta Selatan, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
Museum Puri Lukisan,-8.5050909,115.2603669,"Museum Puri Lukisan, Jalan Raya Ubud, Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
Museum Purna Bhakti Pertiwi,-6.3006024,106.8873113,"Museum Purna Bhakti Pertiwi, Gerbang 1 TMII, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13240, Indonesia",,Jakarta Timur
Museum Radya Pustaka,-7.5686713,110.814407,"Museum Radya Pustaka, Jalan Brigadir Jenderal Slamet Riyadi, Timuran, Surakarta, Jawa Tengah, Jawa, 57132, Indonesia",Jawa Tengah,Surakarta
Museum Ranggawarsita,-6.9860374,110.3839468,"Museum Ranggawarsita, Jalan Abdul Rahman Saleh, RW 05, Kalibanteng Kidul, Semarang Barat, Kota Semarang, Jawa Tengah, Jawa, 50148, Indonesia",Jawa Tengah,Kota Semarang
Museum Rudana,-8.5294046,115.2715408,"Museum Rudana, 44, Jalan Cok Rai Pudak, Peliatan, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
Museum Satria Mandala,-6.2310834,106.8189045,"Museum Satria Mandala, Kuningan Barat, Mampang Prapatan, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Fatahillah,-6.1351548,106.813289,"Museum Sejarah Jakarta, 1, Taman Fatahillah, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Sejarah Jakarta,-6.1351503,106.8133668,"Museum Sejarah Jakarta, Taman Fatahillah, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Seni Rupa dan Keramik,-6.1342607,106.8144771,"Museum Seni Rupa dan Keramik, Jalan Kemukus, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Keramik,-6.1342607,106.8144771,"Museum Seni Rupa dan Keramik, Jalan Kemukus, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Siwalima,-3.7123684,128.1519337,"Museum Siwalima, Jalan Dokter Malaihollo, Nusaniwe, Ambon, Maluku, 97117, Indonesia",Maluku,Ambon
Museum Sonobudoyo,-7.8023442,110.3644129,"Museum Sonobudoyo Unit I, 06, Jalan Pangurakan, Kampung Ketandan, Prawirodirjan, Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55122, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
Museum Sultan Mahmud Badaruddin II,-2.99029,104.7610605,"Museum Sultan Mahmud Badaruddin II, 19, Jalan Dokter AK. Gani, RW 06 Kel. 19 Ilir Kec. Bukit Kecil, Bukit Kecil, Palembang, Sumatera Selatan, Sumatera, 30113, Indonesia",Sumatera Selatan,Palembang
Museum Taman Prasasti,-6.1723713,106.8195429,"Museum Taman Prasasti, Jalan Tanah Abang I, RW 08, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10320, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Prasasti Jakarta,-6.1723713,106.8195429,"Museum Taman Prasasti, Jalan Tanah Abang I, RW 08, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10320, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Prasasti,-6.1723713,106.8195429,"Museum Taman Prasasti, Jalan Tanah Abang I, RW 08, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10320, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Tekstil,-6.1879368,106.8096058,"Museum Tekstil, Jalan Aipda Karel Satsuit Tubun, RW 01, Kota Bambu Selatan, Palmerah, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11260, Indonesia",,Daerah Khusus ibukota Jakarta
Museum Tosan Aji,-7.7110119,110.0097575,"Museum Tosan Aji, 10, Jalan Mayjen Sutoyo, Purworejo, Jawa Tengah, Jawa, 54151, Indonesia",Jawa Tengah,Purworejo
Museum Maluku Utara,2.0343944,128.2956849,"Museum Trikora, Jalan Mac Arthur - Trans Morotai, Gotalamo, Pulau Morotai, Maluku Utara, Maluku, Indonesia",Maluku Utara,Pulau Morotai
Museum Ullen Sentalu,-7.5976484,110.4233962,"Museum Ullen Sentalu, Taman Kaliurang, Kaliurang, Hargobinangun, Pakem, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55583, Indonesia",Daerah Istimewa Yogyakarta,Hargobinangun
Museum Wayang,-7.5147128,109.2942576,"Museum Wayang Banyumas, 1, Jalan Alun-Alun, Banyumas, Jawa Tengah, Jawa, 53192, Indonesia",Jawa Tengah,Banyumas
Selecta,-7.8191784,112.5251767,"Musholla Selecta, Jalan Masjid, Tulungrejo, Kota Batu, Jawa Timur, Jawa, 65336, Indonesia",Jawa Timur,Kota Batu
Museum Neka,-8.4918367,115.2536188,"Neka Art Museum, Raya Sanggingan, Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
Joger Bali,-8.7273774,115.1771411,"Pabrik Kata-Kata Joger, Jalan Raya Kuta, Kuta, Badung, Bali, Nusa Tenggara, 80631, Indonesia",Bali,Badung
Pacific Place Mall,-6.2249656,106.809825,"Pacific Place Mall, Kav 52-53, Sudirman Central Business District Southway, RW 03, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12190, Indonesia",,Daerah Khusus ibukota Jakarta
Pagar Alam,-4.0209526,103.2501603,"Pagar Alam, Sumatera Selatan, Sumatera, Indonesia",Sumatera Selatan,Pagar Alam
Palangka Raya Mall,-2.2066227,113.9153434,"Palangka Raya Mall (PALMA), Jalan Kinibalu, Palangka, Palangka Raya, Kalimantan Tengah, Kalimantan, 74874, Indonesia",Kalimantan Tengah,Palangka Raya
Palu Grand Mall,-0.8834237,119.8426033,"Palu Grand Mall, Jalan Diponegoro, Kecamatan Ulujadi, Palu, Sulawesi Tengah, Sulawesi, 94221, Indonesia",Sulawesi Tengah,Palu
Mall Sulteng,-0.8834237,119.8426033,"Palu Grand Mall, Jalan Diponegoro, Kecamatan Ulujadi, Palu, Sulawesi Tengah, Sulawesi, 94221, Indonesia",Sulawesi Tengah,Palu
Pantai Jimbaran,-8.7923274,115.1231962,"Pantai Balangan, Balangan, Jimbaran, Kuta Selatan, Badung, Bali, Nusa Tenggara, Indonesia",Bali,Badung
Pantai Balangan,-8.7923274,115.1231962,"Pantai Balangan, Balangan, Jimbaran, Kuta Selatan, Badung, Bali, Nusa Tenggara, Indonesia",Bali,Badung
Pantai Balekambang,-8.4030438,112.5364708,"Pantai Balekambang Malang, Jalan Balaikambang, Balaikambang, Kabupaten Malang, Jawa Timur, Jawa, 65179, Indonesia",Jawa Timur,Kabupaten Malang
Pantai Bandealit,-8.4817059,113.7107356,"Pantai Bandealit, Kebonpantai, Jember, Jawa Timur, Jawa, Indonesia",Jawa Timur,Jember
Pantai Bandengan,-6.5541815,110.6512845,"Pantai Bandengan, Jalan Tirto Samudro, Kalijengking, Cikal, Jepara, Jawa Tengah, Jawa, 59417, Indonesia",Jawa Tengah,Jepara
Pantai Bira,-5.6076102,120.4434226,"Pantai Bara (Bara beach), Pelabuhan Feri Bira, Bulukumba, Bira, Sulawesi Selatan, Sulawesi, 92551, Indonesia",Sulawesi Selatan,Sulawesi
Pantai Pangandaran,-7.7003082,108.6558083,"Pantai Barat Pangandaran, Dusun Pangandaran Barat, Pangandaran, Desa Pagandaran, Pangandaran, Jawa Barat, Jawa, Indonesia",Jawa Barat,Desa Pagandaran
Pantai Baron,-8.1289468,110.5491797,"Pantai Baron, Kemadang, Tanjungsari, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Pantai Batu Bedaun,-1.8193085,106.1177357,"Pantai Batu Bedaun Resort, Bangka, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Bangka
Pantai Gorontalo,0.4483029,123.1258975,"Pantai Botutonuo, Molutabu Barat, Bone Bolango, Gorontalo, Sulawesi, Indonesia",Gorontalo,Bone Bolango
Canggu Plaza,-8.6600724,115.1308276,"Pantai Canggu, Canggu, Kuta Utara, Badung, Bali, Nusa Tenggara, Indonesia",Bali,Badung
Pantai Cemara,-8.8893538,116.5070133,"Pantai Cemara, Jalan Tanjung Ringgit, Repoksampih, Jerowaru, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, 83672, Indonesia",Nusa Tenggara Barat,
Pantai Depok,-8.0139962,110.2926462,"Pantai Depok, Parangtritis, Kretek, Bantul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Bantul
Pantai Jatimalang,-7.8792731,109.9832511,"Pantai Dewaruci Jatimalang, Jatimalang, Purwodadi, Purworejo, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Purworejo
Pantai Dreamland,-8.7991734,115.1175866,"Pantai Dreamland, Pecatu, Kuta Selatan, Badung, Bali, Nusa Tenggara, 80163, Indonesia",Bali,Badung
Pantai Glagah,-7.9046994,110.0774413,"Pantai Glagah, Glagah, Temon, Kulonprogo, Daerah Istimewa Yogyakarta, Jawa, 55654, Indonesia",Daerah Istimewa Yogyakarta,Kulonprogo
Pantai Hunimua,-3.5161745,128.3486454,"Pantai Hunimua-Liang, Batudua, Maluku Tengah, Maluku, Indonesia",Maluku,Maluku Tengah
Pantai Indrayanti,-8.1498929,110.6113168,"Pantai Indrayanti, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Pantai Palu,-0.8644432,119.877316,"Pantai Kampung Nelayan, Palu, Sulawesi Tengah, Sulawesi, 94119, Indonesia",Sulawesi Tengah,Palu
Pantai Kerandangan,-8.4866,116.0355411,"Pantai Kerandangan II, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Lombok Barat
Pantai Klayar,-8.2246926,110.9484172,"Pantai Klayar, Pacitan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pacitan
Pantai Krakal,-8.1317391,110.5449125,"Pantai Krakal Barat, Kanigoro, Saptosari, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Pantai Kukup,-8.1334793,110.5538855,"Pantai Kukup, Kemadang, Tanjungsari, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Pantai Minahasa,1.3955103,124.5897766,"Pantai Kumu Village, Kumu, Minahasa, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Sulawesi
Pantai Kuta Lombok,-8.893944,116.2833729,"Pantai Kuta Lombok / Kuta Mandalika, Jalan Selong Belanak - Kuta, Sedin Kesik, Kuta, Lombok Tengah, Nusa Tenggara Barat, Nusa Tenggara, 83573, Indonesia",Nusa Tenggara Barat,Lombok Tengah
Pantai Mandalika,-8.893944,116.2833729,"Pantai Kuta Lombok / Kuta Mandalika, Jalan Selong Belanak - Kuta, Sedin Kesik, Kuta, Lombok Tengah, Nusa Tenggara Barat, Nusa Tenggara, 83573, Indonesia",Nusa Tenggara Barat,Lombok Tengah
Pantai Kuta,-8.7182136,115.1687568,"Pantai Kuta, Kuta, Badung, Bali, Nusa Tenggara, Indonesia",Bali,Badung
Pantai Murung Raya,-0.5888837,114.2568886,"Pantai Laga, Murung Raya, Kalimantan Tengah, Kalimantan, Indonesia",Kalimantan Tengah,Murung Raya
Pantai Lasiana,-10.131952,123.6691231,"Pantai Lasiana, Jalan Cendawan, Lasiana, Kupang, Nusa Tenggara Timur, Nusa Tenggara, 85361, Indonesia",Nusa Tenggara Timur,Kupang
Pantai Lovina,-8.1611877,115.0244312,"Pantai Lovina, Jalan Mawar, Kaliasem, Buleleng, Bali, Nusa Tenggara, 00362, Indonesia",Bali,Buleleng
Pantai Malalayang,1.4603363,124.7923249,"Pantai Malalayang, Manado, Sulawesi Utara, Sulawesi, 95162, Indonesia",Sulawesi Utara,Manado
Pantai Mamuju,-2.6707339,118.8893381,"Pantai Manakarra, Mamuju, Sulawesi Barat, Sulawesi, Indonesia",Sulawesi Barat,Mamuju
Pantai Melawai,-1.2787968,116.8099832,"Pantai Melawai, Jalan Jenderal Sudirman, Prapatan, Balikpapan Kota, Balikpapan, Kalimantan Timur, Kalimantan, 76111, Indonesia",Kalimantan Timur,Balikpapan
Pantai Pink,-8.6013697,119.5205211,"Pantai Merah Muda, Komodo, Manggarai Barat, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Manggarai Barat
Pantai Merah Muda,-8.6013697,119.5205211,"Pantai Merah Muda, Komodo, Manggarai Barat, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Manggarai Barat
Pantai Mutun,-5.5095584,105.2568023,"PANTAI MUTUN, Jalan Lempasing - Padang Cermin, Hurun, Pesawaran, Lampung, Sumatera, 35450, Indonesia",Lampung,Pesawaran
Pantai Mutun Lampung,-5.5095584,105.2568023,"PANTAI MUTUN, Jalan Lempasing - Padang Cermin, Hurun, Pesawaran, Lampung, Sumatera, 35450, Indonesia",Lampung,Pesawaran
Pantai Nambo,-4.0006455,122.6175135,"Pantai Nambo, Nambo, Kendari, Sulawesi Tenggara, Sulawesi, 93234, Indonesia",Sulawesi Tenggara,Kendari
Pantai Natsepa,-3.6215875,128.2914815,"Pantai Natsepa, Jalan Raya Utama Tulehu, Suli, Maluku Tengah, Maluku, Indonesia",Maluku,Maluku Tengah
Pantai Nemberala,-10.8898977,122.8223329,"Pantai Nemberala, Rote Ndao, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Rote Ndao
Pantai Malimbu,-8.4400336,116.0392101,"Pantai Nipah, Jalan Raya Malimbu, Dusun Setangi, Lombok Utara, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Lombok Utara
Pantai Nipah,-8.4400336,116.0392101,"Pantai Nipah, Lombok Utara, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Lombok Utara
Pantai Baubau,-5.5239244,122.5679746,"Pantai Nirwana, Baubau, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Baubau
Pantai Wakatobi,-5.3662198,123.4998643,"Pantai Oawolio, Wakatobi, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Wakatobi
Pantai Padang Padang,-8.8112154,115.103637,"Pantai Padang Padang, Pecatu, Kuta Selatan, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
Pantai Palippis,-3.5108786,119.0962293,"Pantai Palippis, Polewali Mandar, Sulawesi Barat, Sulawesi, Indonesia",Sulawesi Barat,Polewali Mandar
Pantai Parangtritis,-8.0272827,110.3370078,"Pantai Parangtritis, Parangtritis, Kretek, Bantul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Bantul
Pantai Pasir Padi,-2.1116955,106.1719255,"Pantai Pasir Padi, Pangkalpinang, Bangka Tengah, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Pangkalpinang
Pantai Pasir Putih,-6.0817268,106.7206818,"Pantai Pasir Putih, Jalan Laksamana Yos Sudarso, Pantai Indah Kapuk 2, Kosambi Barat, Kosambi, Kabupaten Tangerang, Banten, Jawa, 11810, Indonesia",Banten,Kabupaten Tangerang
Pantai Pasir Putih,-5.528634,105.3548429,"Pantai Pasir Putih, Lampung Selatan, Lampung, Sumatera, Indonesia",Lampung,Lampung Selatan
Pantai Pelang,-8.2587216,111.4248831,"Pantai Pelang, Trenggalek, Jawa Timur, Jawa, 66364, Indonesia",Jawa Timur,Trenggalek
Pantai Pink,-8.8595798,116.5757111,"Pantai Pink, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
Pantai Plengkung,-8.7314822,114.3494883,"Pantai Plengkung, G-Land, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Banyuwangi
Pantai Pok Tunggal,-8.1554823,110.6218792,"Pantai Pok Tunggal, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Pantai Rajegwesi,-8.5594036,113.9360312,"Pantai Rajegwesi, Rajegwesi, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Banyuwangi
Pantai Sadranan,-8.1457925,110.6044298,"Pantai Sadranan, Sidoharjo, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Pantai Samas,-8.0055784,110.2660484,"Pantai Samas, Srigading, Sanden, Bantul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Bantul
Pantai Sanur,-8.6737949,115.2626771,"pantai sanur, Jalan Hang Tuah, Sanur Kaja, Denpasar Selatan, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80030, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
